current consumption (mA)
99.4842
98.6758
97.9265
98.1191
98.3992
98.3195
98.2706
98.2605
98.3761
98.3812
98.5959
98.0936
113.283
99.9643
98.086
98.066
105.237
98.0201
97.5768
97.8104
99.8274
98.7184
97.8811
109.157
103.433
98.1003
98.0115
103.459
100.127
99.2436
99.7589
99.2605
128.198
170.181
167.481
153.594
141.307
130.8
123.989
105.105
101.594
96.778
103.557
109.412
112.034
103.704
107.608
96.3618
96.7511
90.7352
81.3414
73.8442
72.3355
72.3145
72.3165
72.3138
72.3414
76.8481
79.3008
75.4635
81.4273
57.7448
52.6064
52.7615
52.7013
52.6964
52.6869
52.6121
52.3003
52.2175
62.1737
64.6611
52.3866
52.3484
52.2158
52.2298
52.1912
52.2301
52.1726
52.176
63.3488
71.8409
53.7645
51.9852
51.8093
51.8144
57.484
66.7056
79.8358
63.7127
61.5937
64.8491
68.3089
64.9159
64.5935
65.6022
64.3591
61.7405
63.0079
62.4754
60.3082
63.7782
53.0043
51.9865
51.9742
51.9187
51.9224
51.923
51.9506
51.9148
62.1548
56.2
52.051
52.0876
51.9156
51.962
51.9131
51.9169
51.9729
51.9111
62.7889
63.2642
52.805
51.8291
51.6566
51.6688
51.6435
51.6505
51.6502
51.6579
51.6411
51.6449
51.6376
51.6404
51.6632
51.6468
51.6256
51.6379
51.6302
51.6465
51.6511
51.6533
51.6583
51.6374
51.6648
51.6341
51.6607
51.6527
51.6043
51.8055
51.8958
51.8921
51.8851
51.877
51.8668
51.9182
51.8498
54.5293
61.0564
52.703
59.825
52.9309
51.6699
51.6719
51.6052
51.6544
51.642
51.6292
51.6016
51.5773
61.9483
55.2381
51.7321
51.7246
51.6162
51.6862
51.6908
51.6166
51.6099
51.6248
62.5397
56.415
51.7689
51.7154
51.6358
51.6837
51.6577
51.6187
51.6209
51.6413
61.5756
53.3446
52.471
52.4015
56.4709
64.6012
64.2958
64.4074
64.1886
64.5368
65.2857
63.9835
64.9326
63.6923
62.8412
64.1152
63.0098
60.8609
64.0806
64.0685
69.3822
84.5471
83.768
84.3932
83.108
83.287
85.819
81.572
82.156
81.6777
91.5364
87.622
84.1642
83.5554
83.9872
84.9969
83.9082
86.7409
83.7168
85.5367
91.5024
85.8434
85.3817
87.4652
86.9031
84.1723
84.1928
87.4811
84.8791
84.9783
97.3631
96.7658
97.6233
95.9808
97.3062
96.4357
97.9217
96.7917
96.9442
97.4663
97.0953
97.9327
97.4797
96.8494
97.6389
98.1398
98.0661
96.7721
101.112
100.05
98.2906
97.6626
97.2798
97.0886
96.1673
96.0683
97.7767
97.6565
100.691
97.5771
97.6489
103.337
98.0211
105.559
106
99.3012
98.309
101.153
105.01
103.481
100.341
96.1057
96.0859
96.0172
95.9936
95.8571
97.5595
99.2928
99.3387
102.54
97.5593
104.242
102.156
99.3768
98.3662
98.8232
99.4492
100.783
103.01
102.968
97.5309
102.428
101.481
105.859
103.45
103.865
103.905
104.183
101.03
100.479
100.005
99.0782
99.4202
100.534
102.942
102.094
102.399
82.5683
75.3649
83.762
73.0696
52.7143
52.3812
52.2913
52.2738
52.2486
52.2943
52.2423
52.2244
56.515
81.222
53.5735
52.3921
52.2333
52.2608
52.2091
52.222
52.1967
52.1871
57.431
84.7374
58.6048
52.0169
51.7661
51.9458
51.9641
51.9714
51.9306
51.9269
57.2573
59.6674
52.108
51.957
51.8922
51.6731
51.6943
51.6926
52.3622
61.3302
57.695
56.3624
51.7626
51.7311
51.674
51.6642
51.6365
51.6481
51.6862
51.6466
57.9825
59.0904
51.8332
51.8477
51.6731
51.6772
51.6793
51.6476
51.6801
51.6607
58.5198
60.3089
51.9223
51.8144
51.7173
51.693
51.6694
51.643
51.6178
51.6993
58.9952
59.0275
51.8404
51.7775
51.7194
51.7191
51.6741
51.6587
51.635
51.6967
51.6692
51.6331
51.6301
51.6282
51.6763
51.7064
51.6349
51.6459
51.6474
51.6389
51.6593
51.6118
51.6339
51.6387
51.6537
51.6942
51.6288
51.6258
51.6458
51.6459
51.6841
51.6497
51.6383
51.6193
51.6709
51.634
51.6773
51.6321
51.6463
51.6513
51.6437
51.6737
51.6311
51.6453
51.6575
51.6431
51.699
51.6531
51.6598
51.6503
51.6273
51.6519
51.8085
51.8729
51.8791
51.86
51.8833
51.9148
51.9163
51.8848
51.8881
51.8701
51.7484
51.6397
51.657
51.6441
51.6262
51.7248
51.6749
60.3621
62.5414
52.6518
51.8212
51.6454
51.691
51.625
51.6407
51.6615
51.6491
51.6285
62.6349
54.54
51.782
51.8266
51.6337
51.6785
51.6341
51.6475
51.6725
51.6836
63.2229
55.6541
51.7657
51.7787
51.6528
51.6755
51.6523
51.6463
51.6732
51.7784
63.4324
54.457
51.7701
51.7429
51.667
51.6827
51.6677
51.675
51.6328
54.7613
62.7518
52.3108
51.8013
51.6649
51.7285
51.657
51.6376
51.6296
51.6306
51.6583
51.6423
51.6372
51.6475
51.6319
51.6431
51.6721
51.6309
51.6321
51.6225
51.6119
51.6718
51.6267
51.6372
51.6321
51.6336
51.6721
51.6314
51.6162
59.2158
66.6792
65.6011
65.0114
63.6737
54.4335
51.7189
51.6991
51.6507
51.6418
51.6166
53.0646
63.093
52.7988
51.8853
51.9022
51.8733
51.8892
51.9254
51.8794
51.8749
53.4211
64.2174
53.2084
51.8068
51.6644
51.6654
51.6611
51.6706
51.6204
51.643
54.7225
65.6312
63.6883
57.4006
51.8263
51.7654
51.7155
51.7073
51.7702
51.71
54.6
64.1694
52.4366
51.784
51.7517
51.729
51.7276
51.7048
51.7304
51.7369
54.9983
65.7337
54.9351
51.8499
51.7052
51.6917
51.617
51.6254
51.6096
51.6759
51.6244
51.607
51.623
51.6361
51.7077
51.6296
51.6404
51.6439
51.6318
51.6855
51.6454
51.6032
51.6266
51.6444
51.6638
51.6476
56.4789
56.9026
52.4818
52.4843
55.9266
56.335
51.7395
51.6537
51.6336
51.6745
51.6284
51.6283
51.6318
51.6038
51.6651
51.6293
51.6265
51.6572
51.6402
51.6581
51.6296
51.6262
51.6409
51.6414
51.6749
51.6437
51.6336
51.6402
51.6375
51.6337
51.6644
51.6454
51.8621
51.8958
51.8668
51.9071
51.8557
51.8598
51.8699
51.8661
51.8839
51.8223
51.6343
51.6263
51.6193
51.6583
51.6417
51.6167
51.6305
51.6119
51.6262
51.6635
51.6193
51.6014
51.6122
51.5995
61.8185
55.9519
51.7364
51.6239
51.6212
51.654
51.635
51.6036
58.7899
60.8161
52.058
51.6544
51.6834
51.6322
51.6319
51.6633
51.6723
51.6234
59.2128
57.8612
51.7778
51.8142
51.6532
51.6418
51.6331
51.6474
51.676
51.6308
59.8048
59.0658
51.8519
51.7955
51.6376
51.6736
51.6269
51.6138
51.6336
51.65
60.2474
59.8012
51.89
51.7482
51.6614
51.6624
51.6387
51.6287
51.6253
51.6581
51.625
51.6096
51.6324
51.6134
51.675
51.6239
51.6291
51.6344
51.6192
51.631
51.6568
51.6077
51.6106
51.5957
51.5988
51.6666
51.6304
51.5894
51.6295
51.6173
51.6705
51.6457
51.5927
51.6189
51.6088
51.8487
51.853
51.8613
51.8682
51.8589
51.8633
51.8827
51.8538
51.857
51.8439
51.6929
51.6779
51.6178
51.6127
51.611
51.6344
51.6744
51.606
51.5983
51.6337
51.6164
51.6749
51.5913
51.6109
51.6218
51.6178
51.6397
55.9281
64.1789
48.7575
46.0539
45.8706
45.8562
45.8652
45.9555
53.1063
47.8054
45.7729
45.7714
45.7341
45.7639
45.7478
45.7238
45.7328
45.9073
55.0061
48.5902
45.859
45.8402
45.7585
45.8052
45.7285
45.7252
45.7412
46.0412
55.3789
49.6615
45.889
45.8191
45.7338
