current consumption (mA)
122.003
123.922
126.248
125.004
223.468
171.144
141.636
132.586
124.058
114.113
120.36
172.936
145.468
136.509
126.708
117.674
126.621
116.404
112.467
122.205
121.921
128.375
122.283
126.559
206.937
152.571
124.219
153.181
145.166
122.399
126.808
176.769
133.046
123.312
123.214
115.508
114.747
115.001
112.931
120.384
125.854
122.593
113.614
127.704
186.15
161.555
142.968
118.833
117.394
115.274
118.905
117.33
124.447
118.546
118.753
114.843
114.698
114.08
113.104
119.872
121.3
122.063
113.77
113.881
144.195
131.011
114.634
114.595
113.424
113.556
120.884
116.638
114.598
115.574
117.605
114.759
115.344
116.734
114.77
119.409
121.353
117.823
113.789
118.819
181.043
146.197
123.104
115.04
113.319
115.301
121.642
115.424
115.872
128.409
118.401
114.815
114.442
113.597
115.304
118.698
122.936
117.245
116.013
118.183
142.277
128.384
114.359
114.47
119.035
113.672
121.17
116.298
115.58
116.483
116.729
114.176
113.975
112.793
115.596
117.4
122.909
115.699
115.22
142.016
277.031
142.332
115.47
114.98
113.281
113.45
122.131
116.022
116.7
120.085
116.575
114.762
114.681
113.106
116.767
116.838
121.689
122.108
117.778
136.442
137.779
131.724
115.464
114.952
113.844
113.556
113.279
114.506
118.444
117.558
116
114.564
114.391
112.651
117.41
116.361
114.302
113.019
115.018
132.66
175.47
144.276
118.085
114.606
113.428
113.172
113.106
113.662
115.59
117.699
115.758
114.404
114.361
112.48
117.871
118.111
115.213
116.03
115.042
135.531
132.516
122.736
114.48
114.118
113.345
112.845
120.525
128.605
122.147
126.237
115.799
114.684
114.917
112.744
119.291
117.406
123.703
115.3
116.348
141.344
168.668
141.511
116.537
114.135
113.323
114.722
120.473
113.879
115.928
118.289
115.111
114.338
114.501
112.26
118.378
117.102
122.256
114.294
114.815
177.807
152.961
118.76
114.73
114.001
113.517
115.407
121.506
114.814
117.567
126.114
137.909
123.758
115.803
112.911
120.911
115.246
114.506
115.539
122.39
166.668
173.325
153.865
126.698
115.384
115.229
113.724
113.748
114.314
119.128
122.196
115.693
121.121
114.658
112.316
121.119
115.356
114.508
113.872
116.205
189.832
148.22
117.975
114.749
114.006
113.569
112.714
113.317
115.11
165.992
132.588
115.085
114.403
116.838
117.919
119.688
169.337
144.859
115.708
122.401
191.095
206.196
119.166
114.814
113.694
113.115
112.95
116.697
120.791
126.594
123.188
115.285
116.353
118.552
112.438
119.955
120.145
120.436
114.549
114.072
143.975
136.302
128.798
115.24
113.984
113.272
118.137
118.21
114.445
122.186
171.717
122.547
114.796
114.253
112.602
119.825
120.18
180.057
130.116
117.562
178.899
146.113
118.304
115.244
114.075
113.887
119.605
118.56
114.486
118.627
118.555
115.715
114.826
113.95
113.095
119.211
114.606
113.774
113.293
126.348
146.799
144.686
