current consumption (mA)
47.7652
48.2724
59.2079
49.0998
47.928
47.8869
58.8278
63.4214
57.2686
85.9157
87.3688
80.6436
84.6148
91.3057
99.1344
83.9541
99.5491
119.377
268.545
192.43
157.568
156.093
163.771
166.01
156.162
177.677
157.189
174.596
195.252
186.751
197.625
197.465
196.499
178.104
173.188
171.154
169.057
168.079
191.14
193.096
131.256
150.101
165.721
162.294
254.56
222.531
191.028
174.581
183.512
186.829
163.298
203.902
164.562
132.706
116.83
112.812
108.131
107.591
109.608
111.134
144.45
198.392
212.035
198.177
197.339
162.093
111.725
120.987
107.932
107.343
106.788
106.002
105.798
117.613
109.461
110.609
106.794
107.115
108.189
108.33
149.361
163.164
118.11
108.973
106.106
106.015
105.925
105.772
107.257
106.718
106.829
105.727
105.753
106.8
108.103
112.249
106.372
106.86
107.792
106.611
155.454
157.843
114.793
106.89
105.98
105.789
105.666
105.596
107.244
107.607
107.666
105.773
105.846
109.164
114.306
111.055
106.212
117.082
116.926
106.817
161.757
157.475
120.971
118.704
107.277
106.332
106.029
105.911
107.52
106.791
108.367
110.591
112.787
107.63
105.947
111.024
106.087
106.993
108.496
106.16
167.377
207.742
207.413
198.088
199.986
138.545
116.024
110.923
107.506
106.602
107.672
111.048
111.635
107.104
106.197
111.055
106.254
107.022
108.23
106.75
173.361
143.473
110.09
107.099
105.89
105.901
105.853
105.809
107.306
106.241
106.665
106.389
106.407
117.784
106.617
111.185
106.245
112.722
108.468
107.948
178.938
140.641
111.597
107.556
105.933
105.841
105.963
105.898
107.131
107.078
112.953
112.611
107.48
106.88
108.871
111.064
106.065
107.173
107.835
108.789
181.547
135.673
108.57
106.97
105.822
105.728
105.753
106.186
107.648
128.224
110.639
123.88
122.641
129.073
163.357
120.97
111.368
111.914
113.161
111.653
175.52
206.752
198.442
195.993
207.976
309.812
144.959
115.502
112.54
112.568
111.581
120.834
185.381
161.217
199.135
227.294
226.86
212.574
151.076
145.651
198.409
237.426
224.299
194.747
137.002
113.736
112.229
113.405
113.032
115.776
118.737
135.199
124.257
112.958
113.951
120.677
113.983
114.018
114.59
116.736
182.143
203.774
188.986
187.168
182.523
118.175
127.58
115.317
138.963
195.582
121.356
115.498
119.371
120.024
114.949
122.537
185.22
188.032
166.522
177.993
216.502
167.795
131.937
115.433
112.791
112.283
112.096
113.601
113.906
117.679
116.295
129.966
120.049
112.967
119.684
116.981
113.516
114.381
114.652
161.486
243.497
132.976
114.964
113.664
112.323
111.918
123.655
178.68
154.625
180.009
183.066
137.069
115.934
112.927
120.7
121.004
113.465
114.964
115.164
169.615
231.416
148.716
123.526
118.814
112.704
112.106
112.559
114.788
333.475
459.954
125.599
122.513
116.694
112.539
116.945
133.89
174.742
157.427
172.553
157.512
175.477
142.944
115.696
115.467
114.773
112.189
112.021
114.529
116.393
170.086
176.244
123.029
113.62
113.245
117.53
114.211
137.925
168.983
116.199
154.849
171.094
161.041
169.497
156.998
209.191
220.943
213.585
185.417
149.67
165.269
212.532
241.705
277.901
177.701
133.931
138.175
140.84
141.413
143.476
139.737
127.307
143.013
135.087
132.437
129.262
140.828
126.484
122.911
122.671
119.547
121.094
144.068
119.962
124.479
140.507
122.925
123.016
125.309
117.426
234.288
219.079
155.388
131.085
